#  Interpolation error = 2.8146680E-08
# Normalising constant = 3.9413096E-01
 #      X             PDF_ex          PDF_ap           err
-0.716129   3.07346397E-01   0.307346   0.000002   
-0.711290   3.08377599E-01   0.308377   0.000002   
-0.706452   3.09405234E-01   0.309405   0.000001   
-0.701613   3.10429244E-01   0.310429   0.000000   
-0.696774   3.11449571E-01   0.311450   -0.000001   
-0.691935   3.12466155E-01   0.312467   -0.000002   
-0.687097   3.13478939E-01   0.313480   -0.000002   
-0.682258   3.14487863E-01   0.314488   -0.000002   
-0.677419   3.15492870E-01   0.315493   -0.000000   
-0.677419   3.15492870E-01   0.315493   0.000000   
-0.672581   3.16493902E-01   0.316493   0.000001   
-0.667742   3.17490900E-01   0.317490   0.000002   
-0.662903   3.18483806E-01   0.318483   0.000002   
-0.658065   3.19472562E-01   0.319472   0.000001   
-0.653226   3.20457111E-01   0.320457   0.000000   
-0.648387   3.21437394E-01   0.321438   -0.000001   
-0.643548   3.22413354E-01   0.322414   -0.000002   
-0.638710   3.23384934E-01   0.323386   -0.000002   
-0.633871   3.24352075E-01   0.324353   -0.000001   
-0.629032   3.25314722E-01   0.325315   0.000000   
-0.629032   3.25314722E-01   0.325315   0.000000   
-0.624194   3.26272816E-01   0.326272   0.000001   
-0.619355   3.27226301E-01   0.327226   0.000002   
-0.614516   3.28175119E-01   0.328175   0.000002   
-0.609677   3.29119215E-01   0.329119   0.000001   
-0.604839   3.30058532E-01   0.330059   0.000000   
-0.600000   3.30993012E-01   0.330993   -0.000001   
-0.595161   3.31922601E-01   0.331923   -0.000001   
-0.590323   3.32847242E-01   0.332848   -0.000002   
-0.585484   3.33766879E-01   0.333767   -0.000001   
-0.580645   3.34681457E-01   0.334681   0.000000   
-0.580645   3.34681457E-01   0.334681   0.000000   
-0.575806   3.35590919E-01   0.335591   0.000001   
-0.570968   3.36495212E-01   0.336495   0.000002   
-0.566129   3.37394279E-01   0.337394   0.000001   
-0.561290   3.38288067E-01   0.338288   0.000001   
-0.556452   3.39176519E-01   0.339177   0.000000   
-0.551613   3.40059583E-01   0.340060   -0.000001   
-0.546774   3.40937203E-01   0.340938   -0.000001   
-0.541935   3.41809326E-01   0.341810   -0.000002   
-0.537097   3.42675898E-01   0.342676   -0.000001   
-0.532258   3.43536866E-01   0.343537   -0.000000   
-0.532258   3.43536866E-01   0.343537   -0.000000   
-0.527419   3.44392176E-01   0.344392   0.000001   
-0.522581   3.45241775E-01   0.345241   0.000001   
-0.517742   3.46085611E-01   0.346085   0.000001   
-0.512903   3.46923631E-01   0.346923   0.000001   
-0.508065   3.47755783E-01   0.347756   0.000000   
-0.503226   3.48582015E-01   0.348582   -0.000001   
-0.498387   3.49402275E-01   0.349403   -0.000001   
-0.493548   3.50216512E-01   0.350217   -0.000001   
-0.488710   3.51024676E-01   0.351025   -0.000001   
-0.483871   3.51826715E-01   0.351827   0.000000   
-0.483871   3.51826715E-01   0.351827   -0.000000   
-0.479032   3.52622578E-01   0.352622   0.000001   
-0.474194   3.53412216E-01   0.353412   0.000001   
-0.469355   3.54195579E-01   0.354195   0.000001   
-0.464516   3.54972617E-01   0.354972   0.000001   
-0.459677   3.55743282E-01   0.355743   0.000000   
-0.454839   3.56507523E-01   0.356508   -0.000001   
-0.450000   3.57265293E-01   0.357266   -0.000001   
-0.445161   3.58016543E-01   0.358017   -0.000001   
-0.440323   3.58761226E-01   0.358762   -0.000001   
-0.435484   3.59499294E-01   0.359499   -0.000000   
-0.435484   3.59499294E-01   0.359499   0.000000   
-0.430645   3.60230700E-01   0.360230   0.000001   
-0.425806   3.60955397E-01   0.360955   0.000001   
-0.420968   3.61673339E-01   0.361673   0.000001   
-0.416129   3.62384479E-01   0.362384   0.000001   
-0.411290   3.63088772E-01   0.363089   -0.000000   
-0.406452   3.63786172E-01   0.363786   -0.000001   
-0.401613   3.64476635E-01   0.364477   -0.000001   
-0.396774   3.65160116E-01   0.365161   -0.000001   
-0.391935   3.65836571E-01   0.365837   -0.000001   
-0.387097   3.66505956E-01   0.366506   0.000000   
-0.387097   3.66505956E-01   0.366506   0.000000   
-0.382258   3.67168228E-01   0.367168   0.000001   
-0.377419   3.67823343E-01   0.367823   0.000001   
-0.372581   3.68471260E-01   0.368471   0.000001   
-0.367742   3.69111936E-01   0.369112   0.000000   
-0.362903   3.69745329E-01   0.369745   -0.000000   
-0.358065   3.70371398E-01   0.370372   -0.000000   
-0.353226   3.70990103E-01   0.370990   -0.000001   
-0.348387   3.71601402E-01   0.371602   -0.000001   
-0.343548   3.72205256E-01   0.372206   -0.000001   
-0.338710   3.72801625E-01   0.372802   -0.000000   
-0.338710   3.72801625E-01   0.372802   -0.000000   
-0.333871   3.73390470E-01   0.373390   0.000001   
-0.329032   3.73971753E-01   0.373971   0.000001   
-0.324194   3.74545436E-01   0.374545   0.000001   
-0.319355   3.75111480E-01   0.375111   0.000000   
-0.314516   3.75669848E-01   0.375670   -0.000000   
-0.309677   3.76220503E-01   0.376221   -0.000000   
-0.304839   3.76763410E-01   0.376764   -0.000001   
-0.300000   3.77298532E-01   0.377299   -0.000001   
-0.295161   3.77825834E-01   0.377826   -0.000001   
-0.290323   3.78345282E-01   0.378345   -0.000000   
-0.290323   3.78345282E-01   0.378345   0.000000   
-0.285484   3.78856839E-01   0.378857   0.000001   
-0.280645   3.79360474E-01   0.379360   0.000001   
-0.275806   3.79856152E-01   0.379856   0.000001   
-0.270968   3.80343840E-01   0.380344   0.000000   
-0.266129   3.80823506E-01   0.380824   -0.000000   
-0.261290   3.81295118E-01   0.381295   -0.000000   
-0.256452   3.81758645E-01   0.381759   -0.000001   
-0.251613   3.82214055E-01   0.382214   -0.000001   
-0.246774   3.82661319E-01   0.382662   -0.000001   
-0.241935   3.83100406E-01   0.383100   -0.000000   
-0.241935   3.83100406E-01   0.383100   0.000000   
-0.237097   3.83531288E-01   0.383531   0.000000   
-0.232258   3.83953935E-01   0.383954   0.000001   
-0.227419   3.84368319E-01   0.384368   0.000000   
-0.222581   3.84774412E-01   0.384774   0.000000   
-0.217742   3.85172187E-01   0.385172   -0.000000   
-0.212903   3.85561618E-01   0.385562   -0.000000   
-0.208065   3.85942678E-01   0.385943   -0.000000   
-0.203226   3.86315342E-01   0.386316   -0.000001   
-0.198387   3.86679585E-01   0.386680   -0.000000   
-0.193548   3.87035382E-01   0.387035   0.000000   
-0.193548   3.87035382E-01   0.387035   0.000000   
-0.188710   3.87382709E-01   0.387383   0.000000   
-0.183871   3.87721542E-01   0.387721   0.000000   
-0.179032   3.88051860E-01   0.388052   0.000000   
-0.174194   3.88373640E-01   0.388374   0.000000   
-0.169355   3.88686860E-01   0.388687   -0.000000   
-0.164516   3.88991498E-01   0.388992   -0.000000   
-0.159677   3.89287535E-01   0.389288   -0.000000   
-0.154839   3.89574951E-01   0.389575   -0.000000   
-0.150000   3.89853725E-01   0.389854   -0.000000   
-0.145161   3.90123840E-01   0.390124   0.000000   
-0.145161   3.90123840E-01   0.390124   0.000000   
-0.140323   3.90385276E-01   0.390385   0.000000   
-0.135484   3.90638016E-01   0.390638   0.000000   
-0.130645   3.90882044E-01   0.390882   0.000000   
-0.125806   3.91117342E-01   0.391117   0.000000   
-0.120968   3.91343895E-01   0.391344   -0.000000   
-0.116129   3.91561686E-01   0.391562   -0.000000   
-0.111290   3.91770702E-01   0.391771   -0.000000   
-0.106452   3.91970929E-01   0.391971   -0.000000   
-0.101613   3.92162352E-01   0.392162   -0.000000   
-0.096774   3.92344959E-01   0.392345   0.000000   
-0.096774   3.92344959E-01   0.392345   -0.000000   
-0.087097   3.92683674E-01   0.392683   0.000001   
-0.077419   3.92986983E-01   0.392987   0.000001   
-0.067742   3.93254803E-01   0.393255   0.000001   
-0.058065   3.93487062E-01   0.393487   0.000000   
-0.048387   3.93683695E-01   0.393684   -0.000000   
-0.038710   3.93844650E-01   0.393845   -0.000001   
-0.029032   3.93969883E-01   0.393970   -0.000001   
-0.019355   3.94059360E-01   0.394060   -0.000001   
-0.009677   3.94113055E-01   0.394113   -0.000000   
0.000000   3.94130955E-01   0.394131   -0.000000   
0.000000   3.94130955E-01   0.394131   -0.000000   
0.004839   3.94126480E-01   0.394126   -0.000000   
0.009677   3.94113055E-01   0.394113   -0.000000   
0.014516   3.94090681E-01   0.394091   -0.000000   
0.019355   3.94059360E-01   0.394059   -0.000000   
0.024194   3.94019093E-01   0.394019   -0.000000   
0.029032   3.93969883E-01   0.393970   0.000000   
0.033871   3.93911734E-01   0.393912   0.000000   
0.038710   3.93844650E-01   0.393845   0.000000   
0.043548   3.93768636E-01   0.393769   0.000000   
0.048387   3.93683695E-01   0.393684   0.000000   
0.048387   3.93683695E-01   0.393684   0.000000   
0.053226   3.93589835E-01   0.393590   -0.000000   
0.058065   3.93487062E-01   0.393487   -0.000000   
0.062903   3.93375382E-01   0.393375   -0.000000   
0.067742   3.93254803E-01   0.393255   -0.000000   
0.072581   3.93125334E-01   0.393125   -0.000000   
0.077419   3.92986983E-01   0.392987   0.000000   
0.082258   3.92839760E-01   0.392840   0.000000   
0.087097   3.92683674E-01   0.392684   0.000000   
0.091935   3.92518737E-01   0.392519   0.000000   
0.096774   3.92344959E-01   0.392345   -0.000000   
0.096774   3.92344959E-01   0.392345   0.000000   
0.101613   3.92162352E-01   0.392162   -0.000000   
0.106452   3.91970929E-01   0.391971   -0.000000   
0.111290   3.91770702E-01   0.391771   -0.000000   
0.116129   3.91561686E-01   0.391562   -0.000000   
0.120968   3.91343895E-01   0.391344   -0.000000   
0.125806   3.91117342E-01   0.391117   0.000000   
0.130645   3.90882044E-01   0.390882   0.000000   
0.135484   3.90638016E-01   0.390638   0.000000   
0.140323   3.90385276E-01   0.390385   0.000000   
0.145161   3.90123840E-01   0.390124   -0.000000   
0.145161   3.90123840E-01   0.390124   0.000000   
0.150000   3.89853725E-01   0.389854   -0.000000   
0.154839   3.89574951E-01   0.389575   -0.000000   
0.159677   3.89287535E-01   0.389288   -0.000000   
0.164516   3.88991498E-01   0.388992   -0.000000   
0.169355   3.88686860E-01   0.388687   -0.000000   
0.174194   3.88373640E-01   0.388374   0.000000   
0.179032   3.88051860E-01   0.388052   0.000000   
0.183871   3.87721542E-01   0.387721   0.000000   
0.188710   3.87382709E-01   0.387383   0.000000   
0.193548   3.87035382E-01   0.387035   -0.000000   
0.193548   3.87035382E-01   0.387035   0.000000   
0.198387   3.86679585E-01   0.386680   -0.000000   
0.203226   3.86315342E-01   0.386316   -0.000001   
0.208065   3.85942678E-01   0.385943   -0.000001   
0.212903   3.85561618E-01   0.385562   -0.000000   
0.217742   3.85172187E-01   0.385172   -0.000000   
0.222581   3.84774412E-01   0.384774   0.000000   
0.227419   3.84368319E-01   0.384368   0.000001   
0.232258   3.83953935E-01   0.383954   0.000001   
0.237097   3.83531288E-01   0.383531   0.000000   
0.241935   3.83100406E-01   0.383100   0.000000   
0.241935   3.83100406E-01   0.383100   0.000000   
0.246774   3.82661319E-01   0.382662   -0.000001   
0.251613   3.82214055E-01   0.382214   -0.000001   
0.256452   3.81758645E-01   0.381759   -0.000001   
0.261290   3.81295118E-01   0.381295   -0.000000   
0.266129   3.80823506E-01   0.380824   -0.000000   
0.270968   3.80343840E-01   0.380344   0.000000   
0.275806   3.79856152E-01   0.379856   0.000001   
0.280645   3.79360474E-01   0.379360   0.000001   
0.285484   3.78856839E-01   0.378857   0.000001   
0.290323   3.78345282E-01   0.378345   0.000000   
0.290323   3.78345282E-01   0.378345   0.000000   
0.295161   3.77825834E-01   0.377826   -0.000001   
0.300000   3.77298532E-01   0.377299   -0.000001   
0.304839   3.76763410E-01   0.376764   -0.000001   
0.309677   3.76220503E-01   0.376221   -0.000000   
0.314516   3.75669848E-01   0.375670   -0.000000   
0.319355   3.75111480E-01   0.375111   0.000000   
0.324194   3.74545436E-01   0.374545   0.000001   
0.329032   3.73971753E-01   0.373971   0.000001   
0.333871   3.73390470E-01   0.373390   0.000001   
0.338710   3.72801625E-01   0.372802   0.000000   
0.338710   3.72801625E-01   0.372802   -0.000000   
0.343548   3.72205256E-01   0.372206   -0.000001   
0.348387   3.71601402E-01   0.371602   -0.000001   
0.353226   3.70990103E-01   0.370990   -0.000001   
0.358065   3.70371398E-01   0.370372   -0.000000   
0.362903   3.69745329E-01   0.369745   -0.000000   
0.367742   3.69111936E-01   0.369112   0.000000   
0.372581   3.68471260E-01   0.368471   0.000001   
0.377419   3.67823343E-01   0.367823   0.000001   
0.382258   3.67168228E-01   0.367168   0.000001   
0.387097   3.66505956E-01   0.366506   0.000000   
0.387097   3.66505956E-01   0.366506   -0.000000   
0.391935   3.65836571E-01   0.365837   -0.000001   
0.396774   3.65160116E-01   0.365161   -0.000001   
0.401613   3.64476635E-01   0.364477   -0.000001   
0.406452   3.63786172E-01   0.363786   -0.000001   
0.411290   3.63088772E-01   0.363089   -0.000000   
0.416129   3.62384479E-01   0.362384   0.000001   
0.420968   3.61673339E-01   0.361673   0.000001   
0.425806   3.60955397E-01   0.360955   0.000001   
0.430645   3.60230700E-01   0.360230   0.000001   
0.435484   3.59499294E-01   0.359499   -0.000000   
0.435484   3.59499294E-01   0.359499   -0.000000   
0.440323   3.58761226E-01   0.358762   -0.000001   
0.445161   3.58016543E-01   0.358017   -0.000001   
0.450000   3.57265293E-01   0.357266   -0.000001   
0.454839   3.56507523E-01   0.356508   -0.000001   
0.459677   3.55743282E-01   0.355743   0.000000   
0.464516   3.54972617E-01   0.354972   0.000001   
0.469355   3.54195579E-01   0.354195   0.000001   
0.474194   3.53412216E-01   0.353412   0.000001   
0.479032   3.52622578E-01   0.352622   0.000001   
0.483871   3.51826715E-01   0.351827   0.000000   
0.483871   3.51826715E-01   0.351827   0.000000   
0.488710   3.51024676E-01   0.351025   -0.000001   
0.493548   3.50216512E-01   0.350217   -0.000001   
0.498387   3.49402275E-01   0.349403   -0.000001   
0.503226   3.48582015E-01   0.348582   -0.000001   
0.508065   3.47755783E-01   0.347756   0.000000   
0.512903   3.46923631E-01   0.346923   0.000001   
0.517742   3.46085611E-01   0.346085   0.000001   
0.522581   3.45241775E-01   0.345241   0.000001   
0.527419   3.44392176E-01   0.344392   0.000001   
0.532258   3.43536866E-01   0.343537   -0.000000   
0.532258   3.43536866E-01   0.343537   0.000000   
0.537097   3.42675898E-01   0.342676   -0.000001   
0.541935   3.41809326E-01   0.341810   -0.000002   
0.546774   3.40937203E-01   0.340938   -0.000001   
0.551613   3.40059583E-01   0.340060   -0.000001   
0.556452   3.39176519E-01   0.339177   0.000000   
0.561290   3.38288067E-01   0.338288   0.000001   
0.566129   3.37394279E-01   0.337394   0.000001   
0.570968   3.36495212E-01   0.336495   0.000002   
0.575806   3.35590919E-01   0.335591   0.000001   
0.580645   3.34681457E-01   0.334681   0.000000   
0.580645   3.34681457E-01   0.334681   0.000000   
0.585484   3.33766879E-01   0.333767   -0.000001   
0.590323   3.32847242E-01   0.332848   -0.000002   
0.595161   3.31922601E-01   0.331923   -0.000002   
0.600000   3.30993012E-01   0.330993   -0.000001   
0.604839   3.30058532E-01   0.330059   0.000000   
0.609677   3.29119215E-01   0.329119   0.000001   
0.614516   3.28175119E-01   0.328175   0.000002   
0.619355   3.27226301E-01   0.327226   0.000002   
0.624194   3.26272816E-01   0.326272   0.000001   
0.629032   3.25314722E-01   0.325315   -0.000000   
0.629032   3.25314722E-01   0.325315   0.000000   
0.633871   3.24352075E-01   0.324353   -0.000001   
0.638710   3.23384934E-01   0.323386   -0.000002   
0.643548   3.22413354E-01   0.322414   -0.000002   
0.648387   3.21437394E-01   0.321438   -0.000001   
0.653226   3.20457111E-01   0.320457   0.000000   
0.658065   3.19472562E-01   0.319472   0.000001   
0.662903   3.18483806E-01   0.318483   0.000002   
0.667742   3.17490900E-01   0.317490   0.000002   
0.672581   3.16493902E-01   0.316493   0.000001   
0.677419   3.15492870E-01   0.315493   0.000000   
0.677419   3.15492870E-01   0.315493   0.000000   
0.682258   3.14487863E-01   0.314488   -0.000002   
0.687097   3.13478939E-01   0.313480   -0.000002   
0.691935   3.12466155E-01   0.312467   -0.000002   
0.696774   3.11449571E-01   0.311450   -0.000001   
0.701613   3.10429244E-01   0.310429   0.000000   
0.706452   3.09405234E-01   0.309405   0.000001   
0.711290   3.08377599E-01   0.308377   0.000002   
0.716129   3.07346397E-01   0.307346   0.000002   
0.720968   3.06311687E-01   0.306311   0.000002   
0.725806   3.05273529E-01   0.305274   0.000000   
0.725806   3.05273529E-01   0.305274   -0.000000   
0.730645   3.04231980E-01   0.304232   -0.000002   
0.735484   3.03187099E-01   0.303188   -0.000002   
0.740323   3.02138946E-01   0.302140   -0.000002   
0.745161   3.01087579E-01   0.301088   -0.000001   
0.750000   3.00033057E-01   0.300033   0.000000   
0.754839   2.98975439E-01   0.298975   0.000001   
0.759677   2.97914784E-01   0.297914   0.000002   
0.764516   2.96851150E-01   0.296850   0.000002   
0.769355   2.95784597E-01   0.295784   0.000002   
0.774194   2.94715183E-01   0.294715   0.000000   
0.774194   2.94715183E-01   0.294715   0.000000   
0.779032   2.93642967E-01   0.293644   -0.000002   
0.783871   2.92568007E-01   0.292569   -0.000002   
0.788710   2.91490364E-01   0.291491   -0.000002   
0.793548   2.90410095E-01   0.290410   -0.000001   
0.798387   2.89327259E-01   0.289327   0.000000   
0.803226   2.88241915E-01   0.288242   0.000001   
0.808065   2.87154121E-01   0.287153   0.000002   
0.812903   2.86063937E-01   0.286063   0.000003   
0.817742   2.84971419E-01   0.284971   0.000002   
0.822581   2.83876628E-01   0.283877   0.000000   
0.822581   2.83876628E-01   0.283877   0.000000   
0.827419   2.82779621E-01   0.282780   -0.000002   
0.832258   2.81680456E-01   0.281681   -0.000003   
0.837097   2.80579192E-01   0.280580   -0.000002   
0.841935   2.79475887E-01   0.279476   -0.000001   
0.846774   2.78370599E-01   0.278371   0.000000   
0.851613   2.77263385E-01   0.277263   0.000001   
0.856452   2.76154305E-01   0.276154   0.000002   
0.861290   2.75043415E-01   0.275043   0.000003   
0.866129   2.73930773E-01   0.273930   0.000002   
0.870968   2.72816436E-01   0.272816   -0.000000   
0.870968   2.72816436E-01   0.272816   0.000000   
0.875806   2.71700462E-01   0.271701   -0.000002   
0.880645   2.70582909E-01   0.270584   -0.000003   
0.885484   2.69463833E-01   0.269465   -0.000003   
0.890323   2.68343292E-01   0.268344   -0.000001   
0.895161   2.67221341E-01   0.267221   0.000000   
0.900000   2.66098039E-01   0.266098   0.000001   
0.904839   2.64973442E-01   0.264973   0.000003   
0.909677   2.63847605E-01   0.263847   0.000003   
0.914516   2.62720586E-01   0.262720   0.000002   
0.919355   2.61592441E-01   0.261592   -0.000000   
0.919355   2.61592441E-01   0.261592   0.000000   
0.924194   2.60463225E-01   0.260464   -0.000002   
0.929032   2.59332994E-01   0.259334   -0.000003   
0.933871   2.58201804E-01   0.258203   -0.000003   
0.938710   2.57069710E-01   0.257070   -0.000002   
0.943548   2.55936768E-01   0.255937   0.000000   
0.948387   2.54803033E-01   0.254803   0.000002   
0.953226   2.53668559E-01   0.253668   0.000003   
0.958065   2.52533401E-01   0.252533   0.000003   
0.962903   2.51397614E-01   0.251397   0.000002   
0.967742   2.50261253E-01   0.250261   -0.000000   
0.967742   2.50261253E-01   0.250261   0.000000   
0.972581   2.49124370E-01   0.249125   -0.000003   
0.977419   2.47987020E-01   0.247988   -0.000003   
0.982258   2.46849258E-01   0.246850   -0.000003   
0.987097   2.45711135E-01   0.245712   -0.000002   
0.991935   2.44572706E-01   0.244573   0.000000   
0.996774   2.43434023E-01   0.243434   0.000002   
1.001613   2.42295139E-01   0.242294   0.000003   
1.006452   2.41156107E-01   0.241155   0.000003   
1.011290   2.40016979E-01   0.240016   0.000003   
1.016129   2.38877807E-01   0.238878   -0.000000   
1.016129   2.38877807E-01   0.238878   -0.000000   
1.020968   2.37738643E-01   0.237739   -0.000003   
1.025806   2.36599539E-01   0.236600   -0.000004   
1.030645   2.35460545E-01   0.235461   -0.000003   
1.035484   2.34321713E-01   0.234322   -0.000002   
1.040323   2.33183094E-01   0.233183   0.000000   
1.045161   2.32044738E-01   0.232044   0.000002   
1.050000   2.30906696E-01   0.230906   0.000003   
1.054839   2.29769017E-01   0.229768   0.000004   
1.059677   2.28631751E-01   0.228631   0.000003   
1.064516   2.27494949E-01   0.227495   -0.000000   
1.064516   2.27494949E-01   0.227495   0.000000   
1.069355   2.26358658E-01   0.226359   -0.000003   
1.074194   2.25222928E-01   0.225224   -0.000004   
1.079032   2.24087808E-01   0.224089   -0.000003   
1.083871   2.22953346E-01   0.222954   -0.000002   
1.088710   2.21819590E-01   0.221820   0.000000   
1.093548   2.20686587E-01   0.220686   0.000002   
1.098387   2.19554386E-01   0.219554   0.000003   
1.103226   2.18423033E-01   0.218422   0.000004   
1.108065   2.17292575E-01   0.217292   0.000003   
1.112903   2.16163059E-01   0.216163   -0.000000   
1.112903   2.16163059E-01   0.216163   0.000000   
1.117742   2.15034532E-01   0.215035   -0.000003   
1.122581   2.13907038E-01   0.213908   -0.000004   
1.127419   2.12780624E-01   0.212781   -0.000004   
1.132258   2.11655335E-01   0.211656   -0.000002   
1.137097   2.10531217E-01   0.210531   0.000000   
1.141935   2.09408313E-01   0.209408   0.000002   
1.146774   2.08286668E-01   0.208286   0.000004   
1.151613   2.07166327E-01   0.207165   0.000004   
1.156452   2.06047332E-01   0.206047   0.000003   
1.161290   2.04929728E-01   0.204930   -0.000000   
1.161290   2.04929728E-01   0.204930   0.000000   
1.166129   2.03813558E-01   0.203814   -0.000003   
1.170968   2.02698863E-01   0.202700   -0.000004   
1.175806   2.01585687E-01   0.201586   -0.000004   
1.180645   2.00474072E-01   0.200475   -0.000002   
1.185484   1.99364060E-01   0.199364   0.000000   
1.190323   1.98255691E-01   0.198255   0.000002   
1.195161   1.97149007E-01   0.197148   0.000004   
1.200000   1.96044049E-01   0.196043   0.000004   
1.204839   1.94940857E-01   0.194940   0.000003   
1.209677   1.93839470E-01   0.193839   -0.000000   
1.209677   1.93839470E-01   0.193839   0.000000   
1.214516   1.92739930E-01   0.192741   -0.000004   
1.219355   1.91642275E-01   0.191643   -0.000005   
1.224194   1.90546543E-01   0.190547   -0.000004   
1.229032   1.89452774E-01   0.189453   -0.000002   
1.233871   1.88361006E-01   0.188361   0.000000   
1.238710   1.87271277E-01   0.187271   0.000002   
1.243548   1.86183625E-01   0.186183   0.000004   
1.248387   1.85098085E-01   0.185097   0.000005   
1.253226   1.84014697E-01   0.184014   0.000004   
1.258065   1.82933495E-01   0.182933   -0.000000   
1.258065   1.82933495E-01   0.182933   -0.000000   
1.260484   1.82393725E-01   0.182394   -0.000000   
1.262903   1.81854516E-01   0.181855   -0.000001   
1.265323   1.81315871E-01   0.181316   -0.000001   
1.267742   1.80777795E-01   0.180778   -0.000000   
1.270161   1.80240293E-01   0.180240   0.000000   
1.272581   1.79703369E-01   0.179703   0.000000   
1.275000   1.79167028E-01   0.179167   0.000001   
1.277419   1.78631272E-01   0.178631   0.000001   
1.279839   1.78096108E-01   0.178096   0.000000   
1.282258   1.77561539E-01   0.177562   -0.000000   
1.282258   1.77561539E-01   0.177562   -0.000000   
1.284677   1.77027570E-01   0.177028   -0.000000   
1.287097   1.76494204E-01   0.176494   -0.000001   
1.289516   1.75961446E-01   0.175962   -0.000001   
1.291935   1.75429301E-01   0.175429   -0.000000   
1.294355   1.74897772E-01   0.174898   0.000000   
1.296774   1.74366863E-01   0.174367   0.000000   
1.299194   1.73836579E-01   0.173836   0.000001   
1.301613   1.73306924E-01   0.173307   0.000001   
1.304032   1.72777902E-01   0.172778   0.000000   
1.306452   1.72249517E-01   0.172250   0.000000   
1.306452   1.72249517E-01   0.172250   -0.000000   
1.308871   1.71721773E-01   0.171722   -0.000000   
1.311290   1.71194673E-01   0.171195   -0.000001   
1.313710   1.70668223E-01   0.170668   -0.000001   
1.316129   1.70142426E-01   0.170142   -0.000000   
1.318548   1.69617286E-01   0.169617   0.000000   
1.320968   1.69092806E-01   0.169093   0.000000   
1.323387   1.68568991E-01   0.168569   0.000001   
1.325806   1.68045845E-01   0.168046   0.000001   
1.328226   1.67523372E-01   0.167523   0.000000   
1.330645   1.67001574E-01   0.167002   -0.000000   
1.330645   1.67001574E-01   0.167002   0.000000   
1.333065   1.66480457E-01   0.166481   -0.000001   
1.335484   1.65960024E-01   0.165960   -0.000001   
1.337903   1.65440278E-01   0.165440   -0.000001   
1.340323   1.64921224E-01   0.164921   -0.000000   
1.342742   1.64402865E-01   0.164403   0.000000   
1.345161   1.63885205E-01   0.163885   0.000000   
1.347581   1.63368247E-01   0.163368   0.000001   
1.350000   1.62851996E-01   0.162852   0.000001   
1.352419   1.62336454E-01   0.162336   0.000001   
1.354839   1.61821625E-01   0.161822   0.000000   
1.354839   1.61821625E-01   0.161822   0.000000   
1.357258   1.61307514E-01   0.161308   -0.000001   
1.359677   1.60794123E-01   0.160794   -0.000001   
1.362097   1.60281456E-01   0.160282   -0.000001   
1.364516   1.59769516E-01   0.159770   -0.000000   
1.366935   1.59258308E-01   0.159258   0.000000   
1.369355   1.58747834E-01   0.158748   0.000000   
1.371774   1.58238097E-01   0.158238   0.000001   
1.374194   1.57729103E-01   0.157729   0.000001   
1.376613   1.57220852E-01   0.157221   0.000001   
1.379032   1.56713350E-01   0.156713   -0.000000   
1.379032   1.56713350E-01   0.156713   -0.000000   
1.381452   1.56206599E-01   0.156207   -0.000001   
1.383871   1.55700603E-01   0.155701   -0.000001   
1.386290   1.55195365E-01   0.155195   -0.000001   
1.388710   1.54690888E-01   0.154691   -0.000000   
1.391129   1.54187176E-01   0.154187   0.000000   
1.393548   1.53684231E-01   0.153684   0.000000   
1.395968   1.53182057E-01   0.153182   0.000001   
1.398387   1.52680657E-01   0.152681   0.000001   
1.400806   1.52180035E-01   0.152180   0.000001   
1.403226   1.51680193E-01   0.151680   0.000000   
1.403226   1.51680193E-01   0.151680   -0.000000   
1.405645   1.51181134E-01   0.151181   -0.000001   
1.408065   1.50682862E-01   0.150683   -0.000001   
1.410484   1.50185379E-01   0.150185   -0.000001   
1.412903   1.49688689E-01   0.149689   -0.000000   
1.415323   1.49192795E-01   0.149193   0.000000   
1.417742   1.48697699E-01   0.148698   0.000000   
1.420161   1.48203405E-01   0.148203   0.000001   
1.422581   1.47709916E-01   0.147710   0.000001   
1.425000   1.47217234E-01   0.147217   0.000001   
1.427419   1.46725362E-01   0.146725   0.000000   
1.427419   1.46725362E-01   0.146725   0.000000   
1.429839   1.46234303E-01   0.146234   -0.000001   
1.432258   1.45744061E-01   0.145744   -0.000001   
1.434677   1.45254637E-01   0.145255   -0.000001   
1.437097   1.44766035E-01   0.144766   -0.000000   
1.439516   1.44278258E-01   0.144278   0.000000   
1.441935   1.43791307E-01   0.143791   0.000000   
1.444355   1.43305187E-01   0.143305   0.000001   
1.446774   1.42819899E-01   0.142820   0.000001   
1.449194   1.42335447E-01   0.142335   0.000001   
1.451613   1.41851832E-01   0.141852   0.000000   
1.451613   1.41851832E-01   0.141852   0.000000   
1.456452   1.40887127E-01   0.140888   -0.000005   
1.461290   1.39925806E-01   0.139927   -0.000006   
1.466129   1.38967888E-01   0.138969   -0.000006   
1.470968   1.38013393E-01   0.138014   -0.000003   
1.475806   1.37062342E-01   0.137062   0.000000   
1.480645   1.36114754E-01   0.136114   0.000003   
1.485484   1.35170647E-01   0.135170   0.000006   
1.490323   1.34230041E-01   0.134229   0.000007   
1.495161   1.33292953E-01   0.133292   0.000005   
1.500000   1.32359401E-01   0.132359   0.000000   
1.500000   1.32359401E-01   0.132359   0.000000   
1.504839   1.31429402E-01   0.131430   -0.000005   
1.509677   1.30502975E-01   0.130504   -0.000007   
1.514516   1.29580135E-01   0.129581   -0.000006   
