#  Interpolation error = 2.8146680E-08
# Normalising constant = 3.9413096E-01
 #      X             PDF_ex          PDF_ap           err
1.519355   1.28660899E-01   0.128661   -0.000003   
1.524194   1.27745284E-01   0.127745   0.000000   
1.529032   1.26833304E-01   0.126833   0.000004   
1.533871   1.25924975E-01   0.125924   0.000006   
1.538710   1.25020312E-01   0.125019   0.000007   
1.543548   1.24119329E-01   0.124119   0.000005   
1.548387   1.23222042E-01   0.123222   -0.000000   
1.548387   1.23222042E-01   0.123222   0.000000   
1.553226   1.22328463E-01   0.122329   -0.000005   
1.558065   1.21438606E-01   0.121439   -0.000007   
1.562903   1.20552485E-01   0.120553   -0.000006   
1.567742   1.19670112E-01   0.119671   -0.000003   
1.572581   1.18791500E-01   0.118791   0.000000   
1.577419   1.17916661E-01   0.117916   0.000004   
1.582258   1.17045606E-01   0.117045   0.000007   
1.587097   1.16178348E-01   0.116177   0.000007   
1.591935   1.15314897E-01   0.115314   0.000005   
1.596774   1.14455265E-01   0.114455   -0.000000   
1.596774   1.14455265E-01   0.114455   0.000000   
1.601613   1.13599460E-01   0.113600   -0.000006   
1.606452   1.12747495E-01   0.112748   -0.000008   
1.611290   1.11899377E-01   0.111900   -0.000007   
1.616129   1.11055118E-01   0.111056   -0.000004   
1.620968   1.10214725E-01   0.110215   0.000000   
1.625806   1.09378208E-01   0.109378   0.000004   
1.630645   1.08545575E-01   0.108545   0.000007   
1.635484   1.07716835E-01   0.107716   0.000008   
1.640323   1.06891994E-01   0.106891   0.000006   
1.645161   1.06071061E-01   0.106071   -0.000000   
1.645161   1.06071061E-01   0.106071   0.000000   
1.650000   1.05254042E-01   0.105255   -0.000006   
1.654839   1.04440945E-01   0.104442   -0.000008   
1.659677   1.03631775E-01   0.103633   -0.000007   
1.664516   1.02826540E-01   0.102827   -0.000004   
1.669355   1.02025244E-01   0.102025   0.000000   
1.674194   1.01227894E-01   0.101227   0.000004   
1.679032   1.00434495E-01   0.100434   0.000007   
1.683871   9.96450512E-02   0.099644   0.000008   
1.688710   9.88595677E-02   0.098859   0.000006   
1.693548   9.80780487E-02   0.098078   0.000000   
1.693548   9.80780487E-02   0.098078   0.000000   
1.698387   9.73004983E-02   0.097301   -0.000007   
1.703226   9.65269201E-02   0.096528   -0.000009   
1.708065   9.57573177E-02   0.095758   -0.000007   
1.712903   9.49916940E-02   0.094992   -0.000004   
1.717742   9.42300520E-02   0.094230   0.000000   
1.722581   9.34723942E-02   0.093472   0.000005   
1.727419   9.27187227E-02   0.092718   0.000008   
1.732258   9.19690396E-02   0.091968   0.000009   
1.737097   9.12233464E-02   0.091223   0.000006   
1.741935   9.04816447E-02   0.090482   -0.000000   
1.741935   9.04816447E-02   0.090482   -0.000000   
1.746774   8.97439355E-02   0.089745   -0.000007   
1.751613   8.90102195E-02   0.089011   -0.000009   
1.756452   8.82804974E-02   0.088281   -0.000008   
1.761290   8.75547694E-02   0.087555   -0.000004   
1.766129   8.68330355E-02   0.086833   0.000000   
1.770968   8.61152953E-02   0.086115   0.000005   
1.775806   8.54015485E-02   0.085401   0.000008   
1.780645   8.46917941E-02   0.084691   0.000009   
1.785484   8.39860311E-02   0.083985   0.000007   
1.790323   8.32842581E-02   0.083284   0.000000   
1.790323   8.32842581E-02   0.083284   -0.000000   
1.795161   8.25864735E-02   0.082587   -0.000007   
1.800000   8.18926755E-02   0.081893   -0.000010   
1.804839   8.12028619E-02   0.081204   -0.000008   
1.809677   8.05170305E-02   0.080517   -0.000005   
1.814516   7.98351785E-02   0.079835   0.000000   
1.819355   7.91573031E-02   0.079157   0.000005   
1.824194   7.84834013E-02   0.078483   0.000009   
1.829032   7.78134696E-02   0.077813   0.000010   
1.833871   7.71475044E-02   0.077147   0.000007   
1.838710   7.64855020E-02   0.076486   0.000000   
1.838710   7.64855020E-02   0.076486   0.000000   
1.843548   7.58274582E-02   0.075828   -0.000008   
1.848387   7.51733689E-02   0.075174   -0.000010   
1.853226   7.45232293E-02   0.074524   -0.000009   
1.858065   7.38770348E-02   0.073877   -0.000005   
1.862903   7.32347804E-02   0.073235   0.000000   
1.867742   7.25964609E-02   0.072596   0.000005   
1.872581   7.19620708E-02   0.071961   0.000009   
1.877419   7.13316045E-02   0.071331   0.000010   
1.882258   7.07050561E-02   0.070705   0.000008   
1.887097   7.00824195E-02   0.070082   -0.000000   
1.887097   7.00824195E-02   0.070082   0.000000   
1.891935   6.94636885E-02   0.069464   -0.000008   
1.896774   6.88488566E-02   0.068850   -0.000011   
1.901613   6.82379170E-02   0.068239   -0.000009   
1.906452   6.76308627E-02   0.067631   -0.000005   
1.911290   6.70276868E-02   0.067028   0.000000   
1.916129   6.64283819E-02   0.066428   0.000006   
1.920968   6.58329404E-02   0.065832   0.000010   
1.925806   6.52413547E-02   0.065241   0.000011   
1.930645   6.46536169E-02   0.064653   0.000008   
1.935484   6.40697188E-02   0.064070   -0.000000   
1.935484   6.40697188E-02   0.064070   0.000000   
1.940323   6.34896522E-02   0.063490   -0.000009   
1.945161   6.29134087E-02   0.062914   -0.000011   
1.950000   6.23409795E-02   0.062342   -0.000010   
1.954839   6.17723559E-02   0.061773   -0.000005   
1.959677   6.12075288E-02   0.061208   0.000000   
1.964516   6.06464891E-02   0.060646   0.000006   
1.969355   6.00892274E-02   0.060089   0.000010   
1.974194   5.95357342E-02   0.059535   0.000011   
1.979032   5.89859998E-02   0.058985   0.000008   
1.983871   5.84400144E-02   0.058440   0.000000   
1.983871   5.84400144E-02   0.058440   -0.000000   
1.988710   5.78977679E-02   0.057898   -0.000009   
1.993548   5.73592502E-02   0.057360   -0.000012   
1.998387   5.68244508E-02   0.056825   -0.000010   
2.003226   5.62933595E-02   0.056294   -0.000006   
2.008065   5.57659653E-02   0.055766   0.000000   
2.012903   5.52422577E-02   0.055242   0.000006   
2.017742   5.47222256E-02   0.054722   0.000011   
2.022581   5.42058579E-02   0.054205   0.000012   
2.027419   5.36931434E-02   0.053693   0.000009   
2.032258   5.31840708E-02   0.053184   -0.000000   
2.032258   5.31840708E-02   0.053184   0.000000   
2.037097   5.26786285E-02   0.052679   -0.000009   
2.041935   5.21768048E-02   0.052177   -0.000012   
2.046774   5.16785879E-02   0.051679   -0.000011   
2.051613   5.11839661E-02   0.051184   -0.000006   
2.056452   5.06929271E-02   0.050693   0.000000   
2.061290   5.02054588E-02   0.050205   0.000007   
2.066129   4.97215489E-02   0.049721   0.000011   
2.070968   4.92411850E-02   0.049241   0.000013   
2.075806   4.87643546E-02   0.048764   0.000009   
2.080645   4.82910449E-02   0.048291   0.000000   
2.080645   4.82910449E-02   0.048291   -0.000000   
2.085484   4.78212432E-02   0.047822   -0.000010   
2.090323   4.73549367E-02   0.047356   -0.000013   
2.095161   4.68921122E-02   0.046893   -0.000011   
2.100000   4.64327567E-02   0.046433   -0.000006   
2.104839   4.59768569E-02   0.045977   0.000001   
2.109677   4.55243996E-02   0.045524   0.000007   
2.114516   4.50753712E-02   0.045075   0.000012   
2.119355   4.46297584E-02   0.044629   0.000013   
2.124194   4.41875473E-02   0.044187   0.000010   
2.129032   4.37487244E-02   0.043749   -0.000000   
2.129032   4.37487244E-02   0.043749   -0.000000   
2.133871   4.33132759E-02   0.043314   -0.000010   
2.138710   4.28811877E-02   0.042882   -0.000014   
2.143548   4.24524459E-02   0.042453   -0.000012   
2.148387   4.20270364E-02   0.042027   -0.000006   
2.153226   4.16049451E-02   0.041605   0.000001   
2.158065   4.11861577E-02   0.041186   0.000007   
2.162903   4.07706598E-02   0.040770   0.000013   
2.167742   4.03584371E-02   0.040358   0.000014   
2.172581   3.99494751E-02   0.039949   0.000010   
2.177419   3.95437592E-02   0.039544   0.000000   
2.177419   3.95437592E-02   0.039544   -0.000000   
2.182258   3.91412747E-02   0.039142   -0.000011   
2.187097   3.87420071E-02   0.038743   -0.000014   
2.191935   3.83459414E-02   0.038346   -0.000012   
2.196774   3.79530629E-02   0.037953   -0.000007   
2.201613   3.75633566E-02   0.037563   0.000001   
2.206452   3.71768077E-02   0.037177   0.000008   
2.211290   3.67934010E-02   0.036793   0.000013   
2.216129   3.64131215E-02   0.036413   0.000015   
2.220968   3.60359540E-02   0.036036   0.000011   
2.225806   3.56618834E-02   0.035662   -0.000000   
2.225806   3.56618834E-02   0.035662   0.000000   
2.230645   3.52908944E-02   0.035291   -0.000012   
2.235484   3.49229717E-02   0.034924   -0.000015   
2.240323   3.45581000E-02   0.034559   -0.000013   
2.245161   3.41962638E-02   0.034197   -0.000007   
2.250000   3.38374478E-02   0.033837   0.000001   
2.254839   3.34816365E-02   0.033481   0.000008   
2.259677   3.31288143E-02   0.033128   0.000014   
2.264516   3.27789656E-02   0.032778   0.000015   
2.269355   3.24320750E-02   0.032432   0.000011   
2.274194   3.20881267E-02   0.032088   0.000000   
2.274194   3.20881267E-02   0.032088   0.000000   
2.279032   3.17471051E-02   0.031747   -0.000012   
2.283871   3.14089945E-02   0.031409   -0.000016   
2.288710   3.10737792E-02   0.031074   -0.000014   
2.293548   3.07414433E-02   0.030742   -0.000007   
2.298387   3.04119712E-02   0.030412   0.000001   
2.303226   3.00853470E-02   0.030085   0.000009   
2.308065   2.97615548E-02   0.029761   0.000015   
2.312903   2.94405789E-02   0.029440   0.000016   
2.317742   2.91224034E-02   0.029122   0.000012   
2.322581   2.88070123E-02   0.028807   -0.000000   
2.322581   2.88070123E-02   0.028807   0.000000   
2.327419   2.84943897E-02   0.028495   -0.000013   
2.332258   2.81845198E-02   0.028185   -0.000017   
2.337097   2.78773866E-02   0.027878   -0.000014   
2.341935   2.75729741E-02   0.027573   -0.000008   
2.346774   2.72712664E-02   0.027271   0.000001   
2.351613   2.69722476E-02   0.026972   0.000009   
2.356452   2.66759015E-02   0.026675   0.000015   
2.361290   2.63822124E-02   0.026382   0.000017   
2.366129   2.60911640E-02   0.026091   0.000013   
2.370968   2.58027406E-02   0.025803   0.000000   
2.370968   2.58027406E-02   0.025803   -0.000000   
2.375806   2.55169261E-02   0.025517   -0.000013   
2.380645   2.52337045E-02   0.025234   -0.000018   
2.385484   2.49530598E-02   0.024953   -0.000015   
2.390323   2.46749760E-02   0.024675   -0.000008   
2.395161   2.43994372E-02   0.024399   0.000001   
2.400000   2.41264273E-02   0.024126   0.000010   
2.404839   2.38559305E-02   0.023856   0.000016   
2.409677   2.35879307E-02   0.023588   0.000018   
2.414516   2.33224120E-02   0.023322   0.000013   
2.419355   2.30593585E-02   0.023059   0.000000   
2.419355   2.30593585E-02   0.023059   0.000000   
2.424194   2.27987542E-02   0.022799   -0.000014   
2.429032   2.25405833E-02   0.022541   -0.000018   
2.433871   2.22848298E-02   0.022285   -0.000016   
2.438710   2.20314778E-02   0.022032   -0.000008   
2.443548   2.17805115E-02   0.021780   0.000001   
2.448387   2.15319151E-02   0.021532   0.000010   
2.453226   2.12856727E-02   0.021285   0.000017   
2.458065   2.10417686E-02   0.021041   0.000019   
2.462903   2.08001868E-02   0.020800   0.000014   
2.467742   2.05609118E-02   0.020561   0.000000   
2.467742   2.05609118E-02   0.020561   0.000000   
2.472581   2.03239278E-02   0.020324   -0.000015   
2.477419   2.00892190E-02   0.020090   -0.000019   
2.482258   1.98567697E-02   0.019857   -0.000016   
2.487097   1.96265645E-02   0.019627   -0.000009   
2.491935   1.93985875E-02   0.019399   0.000001   
2.496774   1.91728232E-02   0.019173   0.000011   
2.501613   1.89492561E-02   0.018949   0.000018   
2.506452   1.87278707E-02   0.018728   0.000020   
2.511290   1.85086514E-02   0.018508   0.000014   
2.516129   1.82915827E-02   0.018292   0.000000   
2.516129   1.82915827E-02   0.018292   -0.000000   
2.520968   1.80766494E-02   0.018077   -0.000015   
2.525806   1.78638359E-02   0.017864   -0.000020   
2.530645   1.76531270E-02   0.017653   -0.000017   
2.535484   1.74445072E-02   0.017445   -0.000009   
2.540323   1.72379615E-02   0.017238   0.000001   
2.545161   1.70334744E-02   0.017033   0.000011   
2.550000   1.68310309E-02   0.016831   0.000018   
2.554839   1.66306157E-02   0.016630   0.000020   
2.559677   1.64322139E-02   0.016432   0.000015   
2.564516   1.62358102E-02   0.016236   0.000000   
2.564516   1.62358102E-02   0.016236   0.000000   
2.569355   1.60413898E-02   0.016042   -0.000016   
2.574194   1.58489375E-02   0.015849   -0.000021   
2.579032   1.56584386E-02   0.015659   -0.000018   
2.583871   1.54698781E-02   0.015470   -0.000010   
2.588710   1.52832412E-02   0.015283   0.000001   
2.593548   1.50985132E-02   0.015098   0.000012   
2.598387   1.49156791E-02   0.014915   0.000019   
2.603226   1.47347245E-02   0.014734   0.000021   
2.608065   1.45556347E-02   0.014555   0.000016   
2.612903   1.43783950E-02   0.014378   0.000000   
2.612903   1.43783950E-02   0.014378   0.000000   
2.617742   1.42029911E-02   0.014203   -0.000017   
2.622581   1.40294082E-02   0.014030   -0.000022   
2.627419   1.38576322E-02   0.013858   -0.000019   
2.632258   1.36876485E-02   0.013688   -0.000010   
2.637097   1.35194429E-02   0.013519   0.000001   
2.641935   1.33530012E-02   0.013353   0.000012   
2.646774   1.31883090E-02   0.013188   0.000020   
2.651613   1.30253523E-02   0.013025   0.000022   
2.656452   1.28641170E-02   0.012864   0.000017   
2.661290   1.27045891E-02   0.012705   -0.000000   
2.661290   1.27045891E-02   0.012705   0.000000   
2.666129   1.25467545E-02   0.012547   -0.000017   
2.670968   1.23905994E-02   0.012391   -0.000023   
2.675806   1.22361099E-02   0.012236   -0.000020   
2.680645   1.20832723E-02   0.012083   -0.000010   
2.685484   1.19320727E-02   0.011932   0.000001   
2.690323   1.17824975E-02   0.011782   0.000013   
2.695161   1.16345331E-02   0.011634   0.000021   
2.700000   1.14881660E-02   0.011488   0.000023   
2.704839   1.13433826E-02   0.011343   0.000017   
2.709677   1.12001696E-02   0.011200   -0.000000   
2.709677   1.12001696E-02   0.011200   0.000000   
2.714516   1.10585135E-02   0.011059   -0.000018   
2.719355   1.09184011E-02   0.010919   -0.000024   
2.724194   1.07798192E-02   0.010780   -0.000020   
2.729032   1.06427545E-02   0.010643   -0.000011   
2.733871   1.05071940E-02   0.010507   0.000001   
2.738710   1.03731245E-02   0.010373   0.000013   
2.743548   1.02405333E-02   0.010240   0.000022   
2.748387   1.01094072E-02   0.010109   0.000024   
2.753226   9.97973357E-03   0.009980   0.000018   
2.758065   9.85149953E-03   0.009851   -0.000000   
2.758065   9.85149953E-03   0.009851   0.000000   
2.762903   9.72469238E-03   0.009725   -0.000019   
2.767742   9.59929948E-03   0.009600   -0.000025   
2.772581   9.47530826E-03   0.009476   -0.000021   
2.777419   9.35270620E-03   0.009353   -0.000011   
2.782258   9.23148086E-03   0.009231   0.000001   
2.787097   9.11161988E-03   0.009111   0.000014   
2.791935   8.99311093E-03   0.008993   0.000023   
2.796774   8.87594179E-03   0.008876   0.000025   
2.801613   8.76010028E-03   0.008760   0.000019   
2.806452   8.64557431E-03   0.008646   0.000000   
2.806452   8.64557431E-03   0.008646   0.000000   
2.811290   8.53235184E-03   0.008533   -0.000020   
2.816129   8.42042091E-03   0.008421   -0.000026   
2.820968   8.30976963E-03   0.008310   -0.000022   
2.825806   8.20038618E-03   0.008200   -0.000012   
2.830645   8.09225880E-03   0.008092   0.000001   
2.835484   7.98537580E-03   0.007985   0.000014   
2.840323   7.87972558E-03   0.007880   0.000024   
2.845161   7.77529660E-03   0.007775   0.000027   
2.850000   7.67207737E-03   0.007672   0.000020   
2.854839   7.57005649E-03   0.007570   -0.000000   
2.854839   7.57005649E-03   0.007570   -0.000000   
2.859677   7.46922264E-03   0.007469   -0.000021   
2.864516   7.36956454E-03   0.007370   -0.000027   
2.869355   7.27107101E-03   0.007271   -0.000023   
2.874194   7.17373093E-03   0.007174   -0.000012   
2.879032   7.07753325E-03   0.007078   0.000002   
2.883871   6.98246699E-03   0.006982   0.000015   
2.888710   6.88852123E-03   0.006888   0.000025   
2.893548   6.79568515E-03   0.006795   0.000028   
2.898387   6.70394797E-03   0.006704   0.000020   
2.903226   6.61329899E-03   0.006613   -0.000000   
2.903226   6.61329899E-03   0.006613   0.000000   
2.908065   6.52372760E-03   0.006524   -0.000022   
2.912903   6.43522324E-03   0.006435   -0.000028   
2.917742   6.34777542E-03   0.006348   -0.000024   
2.922581   6.26137374E-03   0.006261   -0.000013   
2.927419   6.17600784E-03   0.006176   0.000002   
2.932258   6.09166747E-03   0.006092   0.000016   
2.937097   6.00834241E-03   0.006008   0.000026   
2.941935   5.92602254E-03   0.005926   0.000029   
2.946774   5.84469781E-03   0.005845   0.000021   
2.951613   5.76435821E-03   0.005764   0.000000   
2.951613   5.76435821E-03   0.005764   -0.000000   
2.956452   5.68499384E-03   0.005685   -0.000022   
2.961290   5.60659485E-03   0.005607   -0.000029   
2.966129   5.52915145E-03   0.005529   -0.000025   
2.970968   5.45265395E-03   0.005453   -0.000013   
2.975806   5.37709271E-03   0.005377   0.000002   
2.980645   5.30245816E-03   0.005302   0.000016   
2.985484   5.22874080E-03   0.005229   0.000027   
2.990323   5.15593121E-03   0.005156   0.000030   
2.995161   5.08402003E-03   0.005084   0.000022   
3.000000   5.01299798E-03   0.005013   0.000000   
