#  Interpolation error = 2.8146680E-08
# Normalising constant = 3.9413096E-01
 #     X           PDF(X)          A             B             C           error
1.983871  5.844001E-02 -0.044375  -0.001119  0.954506  0.000000
2.032258  5.318407E-02 -0.045405  -0.001155  0.953440  0.000000
2.080645  4.829104E-02 -0.046432  -0.001192  0.952375  0.000000
2.129032  4.374872E-02 -0.047457  -0.001230  0.951313  0.000000
2.177419  3.954376E-02 -0.048480  -0.001269  0.950251  0.000000
2.225806  3.566188E-02 -0.049500  -0.001308  0.949192  0.000000
2.274194  3.208813E-02 -0.050517  -0.001349  0.948134  0.000000
2.322581  2.880701E-02 -0.051532  -0.001390  0.947077  0.000000
2.370968  2.580274E-02 -0.052545  -0.001432  0.946023  0.000000
2.419355  2.305936E-02 -0.053555  -0.001475  0.944969  0.000000
2.467742  2.056091E-02 -0.054563  -0.001519  0.943918  0.000000
2.516129  1.829158E-02 -0.055568  -0.001564  0.942868  0.000000
2.564516  1.623581E-02 -0.056571  -0.001610  0.941819  0.000000
2.612903  1.437840E-02 -0.057572  -0.001656  0.940772  0.000000
2.661290  1.270459E-02 -0.058570  -0.001703  0.939727  0.000000
2.709677  1.120017E-02 -0.059566  -0.001752  0.938683  0.000000
2.758065  9.851500E-03 -0.060559  -0.001801  0.937641  0.000000
2.806452  8.645574E-03 -0.061550  -0.001851  0.936600  0.000000
2.854839  7.570056E-03 -0.062538  -0.001901  0.935561  0.000000
2.903226  6.613299E-03 -0.063524  -0.001953  0.934523  0.000000
2.951613  5.764358E-03 -0.064507  -0.002006  0.933487  0.000000
